,city_county,zipcode,year_of_birth,age_range,used_info_devices_past_yesno,time_since_last_use,3months_use_per_week,email_outside_work_yesno,3months_product_service_lookup,purchased_online_yesno,sold_online_yesno,download_software_nogames,checked_wiki,health_info_lookup,online_banking,mobile_payment,chat_online,download_news,online_courses,online_entertainment,used_cloud_storage,check_job_info,remote_work,photo_video_editing_3months,used_social_media,post_content_online,expressed_politics_online,online_appointment,created_projects_with_devices,v30_1,v30_2,v30_3,v31_1,v31_2,v31_3,body_damage_from_device_use,life_satisfaction_0to10,keep_up_with_tech_0to10,v35_1,v35_2,v35_3,v35_4,v35_5,v35_6,v35_7,v35_8,v35_9,v35_10,v36_1,v36_2,v36_3,v36_4,v36_5,v36_6,v36_7,v36_8,v36_9,v36_10,pandemic_onsite_or_online_vaccine,v38_1,v38_2,v38_3,v38_4,v38_5,v38_6,v38_7,disabled_yesno,education_level,employment_industry,employment_position,work_need_internet_percentage,replaced_by_AI_yesno,receive_work_messages_after_hours,ethnic_background,gender,wei,wei2
8953,15,885,94,2,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,2,3,99,99,99,3,8,10,6,99,99,99,99,99,99,99,99,99,8,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,1,0.8113,0.09589566
8954,4,998,998,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,97,2,1,1,2,2,2,1,2,99,8,99,99,3,6,5,97,99,99,99,99,99,99,99,99,99,8,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,7,21,99,999,99,99,3,1,1.0074,1.81473036
8955,6,807,97,1,1,1,3,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,1,99,99,6,99,99,3,10,7,97,99,99,99,99,99,99,99,99,99,8,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,3,2,2.626,4.6813702
8956,18,205,39,8,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,1,2,99,6,99,99,3,8,8,97,99,99,99,99,99,99,99,99,99,9,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,7,23,99,999,99,99,1,1,0.6344,0.25331592
8957,20,601,69,5,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,3,99,99,99,3,7,8,1,2,3,4,5,6,7,8,9,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,2,7,16,3,70,3,2,3,2,0.8383,0.2380772
8958,14,900,57,6,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,99,6,99,99,2,7,5,1,2,3,4,5,6,7,8,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,8,16,3,80,3,1,3,2,0.859,0.7575521
8959,15,880,95,2,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,2,99,6,99,99,3,8,6,2,3,5,6,7,8,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,1,0.8113,0.09589566
8960,12,632,95,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,2,97,1,1,1,2,1,2,1,2,3,99,99,99,2,8,9,2,4,5,6,9,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,2,2.8649,2.09968521
8961,17,950,98,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,99,99,6,99,99,3,7,9,2,5,7,8,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,3,1,0.8765,0.20431215
8962,19,316,96,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,97,2,1,1,2,2,2,1,2,3,99,99,99,2,8,7,9,2,4,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,1,2,1.4918,0.70457714
8963,21,892,94,2,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,99,99,10,99,99,3,8,9,2,4,6,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,2,1.2714,0.20100834
8964,15,880,90,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,97,1,1,1,2,2,2,1,2,99,10,6,99,3,7,7,2,5,8,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,9,99,99,99,99,99,99,4,5,22,99,999,99,99,98,1,1.8743,0.22154226
8965,21,892,94,2,1,1,1,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,97,1,1,1,2,2,1,1,2,99,6,99,99,2,7,9,4,2,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,98,2,1.2714,0.20100834
8966,2,106,95,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2,1,99,99,6,99,99,2,7,8,6,2,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,1,0.95,1.513825
8967,12,633,65,5,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2,1,3,99,99,99,99,3,8,6,6,2,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,9,99,99,99,99,99,99,4,8,16,3,30,4,1,3,2,1.0805,0.79189845
8968,15,880,96,2,1,1,3,1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,97,2,1,2,2,2,2,1,99,99,6,10,99,2,6,10,8,2,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,98,5,21,99,999,99,99,98,1,0.8113,0.09589566
8969,21,891,99,1,1,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,8,5,9,2,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,98,3,21,99,999,99,99,98,2,0.4309,0.06812529
8970,11,542,94,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,99,6,99,99,2,7,7,2,3,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,2,5,3,5,100,2,2,3,2,1.1709,0.62034282
8971,3,338,95,2,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,1,99,99,10,99,99,3,8,8,2,5,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,98,1,2.0068,2.90604708
8972,3,337,94,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,99,99,6,99,99,2,5,5,2,5,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,2,1.8968,2.74675608
8973,8,310,95,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2,97,1,1,1,2,1,2,1,3,99,99,99,99,2,7,10,2,6,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,1,2,2.2718,1.37807388
8974,4,407,95,2,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,1,1,1,2,2,2,97,99,99,6,99,99,1,9,7,2,6,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,1,1.5994,2.88115916
8975,3,320,94,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,2,97,2,1,1,2,2,2,1,2,99,6,99,99,2,8,7,8,6,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,1,2.0068,2.90604708
8976,12,640,99,1,1,1,4,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2,97,2,1,1,2,2,2,1,99,99,98,99,99,3,5,8,2,8,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,1,2,1.3547,0.99285963
8977,19,316,95,2,1,1,4,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,1,1,3,99,99,99,99,3,7,5,2,9,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,2,5,21,99,999,99,99,3,1,1.2386,0.58499078
8978,13,615,98,1,1,1,4,2,1,1,2,2,1,1,2,2,1,2,1,1,2,2,2,1,1,1,2,2,2,1,2,3,99,99,99,3,7,8,6,9,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,3,2,1.4814,0.81462186
8979,14,912,97,1,1,1,1,2,2,2,2,1,2,1,2,2,1,1,1,1,1,2,97,2,1,2,1,2,1,1,2,99,1,10,99,3,8,7,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,1,2,1.9446,1.71494274
8980,2,100,96,2,1,1,4,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,97,2,1,2,2,2,2,97,99,99,10,99,99,3,5,7,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,3,1,0.95,1.513825
8981,2,108,95,2,1,1,1,2,1,1,2,2,2,1,2,2,1,2,1,1,1,2,97,1,1,1,2,1,2,2,99,99,1,99,99,3,7,8,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,2,1.0498,1.6728563
8982,3,325,96,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,97,2,1,2,2,2,2,1,99,99,6,99,99,3,6,6,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,1,1,2.0068,2.90604708
8983,3,324,97,1,1,1,4,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,97,99,99,6,99,99,3,10,7,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,3,2,2.1185,3.06779985
8984,8,310,98,1,1,1,3,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,97,2,1,2,2,2,2,1,99,99,10,99,99,3,10,10,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,1,1,2.0061,1.21690026
8985,19,317,998,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1,1,2,97,2,1,1,2,2,2,1,99,99,1,99,99,3,6,6,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,1,4,21,99,999,99,99,3,1,1.6409,0.77499707
8986,19,317,99,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2,97,99,99,1,99,99,3,8,8,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,3,2,1.9764,0.93345372
8987,19,316,94,2,1,1,4,2,1,2,2,1,1,2,2,2,2,1,1,1,1,2,97,2,2,2,2,2,2,1,2,99,6,99,99,3,7,7,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,98,1,1.2386,0.58499078
8988,4,407,94,2,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,1,2,97,2,1,1,2,1,2,1,99,99,10,99,99,1,0,10,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,2,1.5256,2.74821584
8989,10,500,67,5,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,99,99,10,99,99,2,8,6,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,6,16,3,50,3,1,3,2,1.0826,1.4642165
8990,10,500,94,2,1,1,4,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,99,99,10,99,99,3,10,10,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,1,1,1.5964,2.159131
8991,10,513,94,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,97,2,1,2,2,2,2,3,99,99,99,99,99,3,8,9,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,2,1.4931,2.01941775
8992,10,502,94,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,1,1,1,2,97,1,1,1,2,2,2,1,99,99,10,99,99,1,7,8,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,2,1.4931,2.01941775
8993,10,521,95,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,97,1,1,1,2,2,2,1,2,99,6,99,99,3,8,9,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,6,21,99,999,99,99,3,1,1.8357,2.48278425
8994,12,632,90,3,1,1,1,2,1,2,2,1,2,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,99,6,99,99,3,5,5,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,1,1.529,1.1206041
8995,13,622,94,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,1,99,99,6,99,99,1,1,6,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,2,1.6953,0.93224547
8996,20,600,96,2,1,1,4,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,97,2,1,2,2,1,2,1,3,99,99,99,99,3,10,9,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,3,2,2.4347,0.6914548
8997,5,702,998,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,99,99,10,99,99,3,8,10,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,7,10,0,4,2,3,1,2.0149,2.44830499
8998,6,806,97,1,1,1,5,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,97,99,99,6,99,99,3,7,5,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,98,1,2.5487,4.54356749
8999,6,802,93,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,97,2,1,1,1,2,2,1,2,3,99,99,99,1,8,7,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,1,1.6079,2.86640333
9000,6,840,998,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,97,2,1,2,2,2,2,1,99,99,6,99,99,2,10,98,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,98,5,21,99,999,99,99,98,2,1.1383,2.02924741
9001,15,880,96,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,97,1,1,2,2,2,2,97,99,99,6,99,99,3,9,8,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,3,21,99,999,99,99,3,2,0.7054,0.08337828
9002,15,885,93,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,2,1,99,99,6,99,99,3,9,8,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,15,1,0,2,1,98,1,0.8113,0.09589566
9003,16,970,95,2,1,1,2,1,2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,99,99,6,99,99,3,8,8,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,98,5,21,99,999,99,99,3,1,6.0635,2.11555515
9004,16,975,95,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,97,1,1,1,2,1,2,1,99,99,6,99,99,3,8,6,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,1,1,6.0635,2.11555515
9005,17,950,96,2,1,1,1,2,1,1,2,1,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,99,99,6,99,99,2,8,9,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,2,2.1448,0.49995288
9006,1,241,96,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,97,99,99,1,99,99,3,7,7,6,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,3,1,1.2033,3.12809868
9007,10,511,96,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,99,99,6,99,99,2,5,6,6,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,2,5,21,99,999,99,99,3,1,1.5964,2.159131
9008,5,727,92,2,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,97,2,1,1,2,2,2,1,99,99,6,99,99,2,6,7,6,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,1,2.1184,2.57406784
9009,8,302,998,5,1,1,4,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,99,99,6,99,99,3,8,8,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,7,16,3,0,3,2,3,2,0.7899,0.47915334
9010,19,316,95,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,97,99,99,6,99,99,3,1,10,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,3,2,1.4918,0.70457714
9011,19,316,93,2,1,1,4,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,99,99,6,99,99,3,10,6,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,1,1,1.2386,0.58499078
9012,9,350,95,2,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,97,99,99,6,99,99,3,8,3,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,98,1,1.9574,1.14233864
9013,11,545,99,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,97,2,1,1,2,2,2,1,99,99,10,99,99,2,5,4,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,3,1,1.3925,0.7377465
9014,12,653,99,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,97,2,1,2,2,2,2,1,99,99,6,99,99,2,5,10,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,98,3,21,99,999,99,99,98,1,1.4679,1.07582391
9015,16,979,99,1,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,1,99,99,6,99,99,3,9,8,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,98,3,21,99,999,99,99,2,2,1.4294,0.49871766
9016,21,893,96,2,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,1,2,97,1,1,1,1,2,2,1,99,99,6,99,99,3,5,8,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,2,1.2714,0.20100834
9017,11,545,42,8,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,20,99,999,99,99,3,2,0.535,0.283443
9018,6,806,77,4,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,1,2,3,99,99,99,2,10,8,3,9,99,99,99,99,99,99,99,99,4,5,3,99,99,99,99,99,99,99,2,10,99,99,99,99,99,99,2,5,8,9,0,3,1,3,1,1.5003,2.67458481
9019,8,310,998,5,1,1,1,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,99,6,99,99,1,7,6,6,99,99,99,99,99,99,99,99,99,4,5,6,7,99,99,99,99,99,99,4,10,99,99,99,99,99,99,4,6,98,99,999,99,99,1,2,0.7899,0.47915334
9020,6,807,58,6,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,1,2,3,99,99,99,3,10,5,97,99,99,99,99,99,99,99,99,99,7,3,9,8,99,99,99,99,99,99,2,10,99,99,99,99,99,99,4,6,11,2,50,3,1,3,2,1.1222,2.00054594
9021,18,204,89,3,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,1,1,1,2,2,2,1,2,3,99,99,99,3,6,6,97,99,99,99,99,99,99,99,99,99,4,5,99,99,99,99,99,99,99,99,4,10,99,99,99,99,99,99,4,6,22,99,999,99,99,3,2,4.0737,1.62662841
9022,1,247,998,5,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,3,99,99,99,99,3,9,9,2,3,99,99,99,99,99,99,99,99,5,8,99,99,99,99,99,99,99,99,4,10,99,99,99,99,99,99,4,5,6,5,90,3,2,3,2,0.5039,1.30993844
9023,7,260,55,6,1,1,1,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,3,99,99,99,3,10,10,5,99,99,99,99,99,99,99,99,99,3,99,99,99,99,99,99,99,99,99,4,10,99,99,99,99,99,99,4,6,17,6,0,4,2,4,2,2.3283,1.14016851
9024,18,202,75,4,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,2,1,1,2,1,2,1,2,99,98,99,99,2,7,5,5,99,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,4,10,99,99,99,99,99,99,4,5,8,5,100,3,2,3,1,1.1267,0.44989131
9025,4,421,76,4,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,3,99,99,99,2,8,7,9,1,99,99,99,99,99,99,99,99,6,99,99,99,99,99,99,99,99,99,4,10,99,99,99,99,99,99,4,7,3,3,60,3,1,3,2,0.7596,1.36834344
9026,12,638,73,4,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,99,99,10,99,99,3,6,5,97,99,99,99,99,99,99,99,99,99,7,99,99,99,99,99,99,99,99,99,2,10,99,99,99,99,99,99,4,3,3,10,0,3,2,5,2,2.2213,1.62799077
9027,10,523,81,4,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,2,2,2,1,2,3,99,99,99,2,8,8,9,2,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,10,99,99,99,99,99,99,2,8,15,3,100,4,1,3,1,1.008,1.36332
9028,7,264,998,5,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,3,99,99,99,3,10,8,1,5,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,10,99,99,99,99,99,99,4,7,8,2,80,4,1,98,2,0.8881,0.43490257
9029,19,318,58,6,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,2,2,2,2,1,99,99,6,99,99,1,8,8,1,6,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,10,99,99,99,99,99,99,4,6,3,8,100,1,1,4,1,2.8197,1.33174431
9030,10,512,67,5,1,1,1,2,1,1,2,2,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,1,3,99,99,99,99,3,10,8,2,6,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,10,99,99,99,99,99,99,2,7,16,3,50,3,1,3,2,1.0826,1.4642165
9031,15,880,998,6,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,97,99,99,6,99,99,1,6,7,6,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,10,99,99,99,99,99,99,4,7,15,5,80,1,1,3,1,0.8096,0.09569472
9032,2,112,55,6,1,1,2,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,99,10,99,99,3,6,6,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,10,99,99,99,99,99,99,4,3,22,99,999,99,99,3,1,0.7549,1.20293315
9033,1,235,55,6,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,1,99,99,6,99,99,3,5,5,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,10,99,99,99,99,99,99,4,5,8,6,0,98,2,4,1,1.3154,3.41951384
9034,1,234,52,6,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,99,99,8,99,99,3,8,4,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,4,10,99,99,99,99,99,99,2,5,8,9,30,3,2,3,1,0.4754,1.23584984
