,city_county,zipcode,year_of_birth,age_range,used_info_devices_past_yesno,time_since_last_use,3months_use_per_week,email_outside_work_yesno,3months_product_service_lookup,purchased_online_yesno,sold_online_yesno,download_software_nogames,checked_wiki,health_info_lookup,online_banking,mobile_payment,chat_online,download_news,online_courses,online_entertainment,used_cloud_storage,check_job_info,remote_work,photo_video_editing_3months,used_social_media,post_content_online,expressed_politics_online,online_appointment,created_projects_with_devices,v30_1,v30_2,v30_3,v31_1,v31_2,v31_3,body_damage_from_device_use,life_satisfaction_0to10,keep_up_with_tech_0to10,v35_1,v35_2,v35_3,v35_4,v35_5,v35_6,v35_7,v35_8,v35_9,v35_10,v36_1,v36_2,v36_3,v36_4,v36_5,v36_6,v36_7,v36_8,v36_9,v36_10,pandemic_onsite_or_online_vaccine,v38_1,v38_2,v38_3,v38_4,v38_5,v38_6,v38_7,disabled_yesno,education_level,employment_industry,employment_position,work_need_internet_percentage,replaced_by_AI_yesno,receive_work_messages_after_hours,ethnic_background,gender,wei,wei2
2825,15,885,57,6,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,3,99,99,99,99,99,1,7,5,97,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,20,99,999,99,99,3,2,0.7039,0.08320098
2826,15,880,998,6,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,99,6,99,99,1,8,3,97,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,8,9,2,50,2,2,3,1,0.8096,0.09569472
2827,15,880,61,6,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,99,8,99,99,2,9,6,97,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,5,9,6,0,4,2,4,2,0.7039,0.08320098
2828,15,880,48,7,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,3,99,99,99,1,8,8,97,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,3,20,99,999,99,99,3,2,0.5926,0.07004532
2829,15,880,48,7,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,3,99,99,99,99,3,8,6,97,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,5,10,2,30,3,1,3,1,0.6816,0.08056512
2830,16,970,58,6,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,2,99,6,99,99,3,8,6,97,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,20,99,999,99,99,3,2,0.7918,0.27625902
2831,16,976,52,6,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,3,99,99,99,3,10,8,97,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,5,7,6,80,3,2,3,1,0.9263,0.32318607
2832,16,973,49,7,1,1,1,2,2,1,2,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,1,2,1,3,99,99,99,99,1,4,7,97,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,4,23,99,999,99,99,4,2,2.8167,0.98274663
2833,17,950,48,7,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,1,2,97,1,1,2,2,2,2,1,2,3,99,99,99,3,6,8,97,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,23,99,999,99,99,3,1,0.4196,0.09780876
2834,17,950,38,8,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,97,2,1,2,2,2,2,1,2,3,99,99,99,3,8,5,97,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,8,23,99,999,99,99,3,1,0.2981,0.06948711
2835,17,950,65,5,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,1,2,1,2,3,99,99,99,2,8,8,97,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,5,15,10,50,3,2,1,2,0.8739,0.20370609
2836,17,959,42,8,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,3,99,99,99,99,3,9,6,97,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,4,1,7,0,3,2,3,1,0.2981,0.06948711
2837,21,893,44,8,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,1,2,3,99,99,99,2,10,9,97,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,8,23,99,999,99,99,3,1,0.3261,0.05155641
2838,21,893,64,5,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,1,2,3,99,99,99,2,8,9,97,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,10,4,100,3,1,4,2,1.0204,0.16132524
2839,21,891,65,5,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,1,2,2,97,2,1,2,2,1,2,1,2,3,99,99,99,2,10,6,97,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,5,20,99,999,99,99,4,2,1.0204,0.16132524
2840,22,209,71,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,3,99,99,99,3,8,7,97,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,2,7,6,3,80,3,2,3,2,0.9291,0.08594175
2841,16,977,64,5,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,99,99,99,1,7,8,1,6,7,3,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,2,5,13,2,90,1,1,3,1,1.2157,0.42415773
2842,1,247,63,5,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,2,1,2,3,99,99,99,1,7,5,1,2,3,4,6,7,8,9,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,6,20,99,999,99,99,3,2,1.3943,3.62462228
2843,1,220,57,6,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,1,2,1,2,1,2,3,99,99,99,2,9,8,1,6,3,4,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,8,16,1,80,4,1,3,1,1.3154,3.41951384
2844,10,506,56,6,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,1,99,99,6,99,99,2,7,8,5,7,3,4,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,5,3,5,40,3,2,4,2,0.9584,1.296236
2845,2,103,67,5,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,3,99,99,99,3,8,7,9,8,7,5,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,12,4,60,3,1,3,1,0.7936,1.2646016
2846,5,710,67,5,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,3,99,99,99,99,99,1,7,7,6,3,9,5,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,13,2,70,4,1,3,1,1.224,1.4872824
2847,5,718,84,3,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,3,99,99,99,2,9,7,1,2,3,6,9,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,2,7,14,5,90,3,2,3,2,1.4884,1.80855484
2848,4,435,75,4,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,3,99,99,99,99,2,6,8,1,2,4,6,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,3,4,100,3,1,3,2,1.2057,2.17194798
2849,5,701,62,5,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,99,6,99,99,98,10,7,1,3,4,6,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,2,7,7,5,90,4,1,3,2,1.2027,1.46140077
2850,2,106,70,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,3,99,99,99,2,5,9,2,4,5,6,7,8,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,19,5,100,2,1,3,2,1.5069,2.40124515
2851,5,711,45,8,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,3,99,99,99,2,8,8,3,4,5,7,8,9,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,5,19,6,50,3,2,3,2,0.594,0.7217694
2852,19,316,60,6,1,1,1,2,1,1,2,1,2,1,2,1,1,2,2,1,2,1,97,2,1,1,2,1,2,1,2,3,99,99,99,3,10,8,3,5,4,8,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,5,20,99,999,99,99,3,2,0.8186,0.38662478
2853,21,892,82,3,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,97,1,1,1,2,1,1,1,2,3,99,99,99,3,8,6,4,3,6,8,9,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,20,99,999,99,99,4,2,1.7164,0.27136284
2854,7,264,83,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,3,99,99,99,2,8,9,1,2,3,9,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,8,16,4,100,3,1,3,2,2.0126,0.98557022
2855,6,815,89,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,97,2,1,1,2,2,1,1,2,3,99,99,99,3,8,8,6,2,3,9,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,21,99,999,99,99,3,2,0.9697,1.72868419
2856,3,324,63,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,3,99,99,99,2,8,8,4,2,6,9,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,8,11,5,100,1,1,1,2,1.0159,1.47112479
2857,6,830,85,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,2,3,99,99,99,3,8,9,1,3,6,9,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,11,2,70,3,1,4,2,1.4113,2.51592451
2858,15,880,51,7,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,2,3,99,99,99,2,8,8,5,3,7,9,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,7,2,60,2,1,3,1,0.6816,0.08056512
2859,2,100,68,5,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,3,99,99,99,3,9,9,5,2,1,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,8,3,3,100,3,2,3,1,1.3636,2.1728966
2860,1,247,998,4,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,3,99,99,99,2,10,10,2,6,1,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,22,99,999,99,99,3,2,1.86,4.835256
2861,18,204,73,4,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,97,1,1,1,2,1,2,1,2,3,99,99,99,3,9,8,9,1,2,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,20,99,999,99,99,3,2,1.1369,0.45396417
2862,2,104,83,3,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,3,99,99,99,3,8,6,1,6,2,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,3,4,100,1,1,3,2,0.8227,1.31097245
2863,16,970,77,4,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,2,3,99,99,99,2,7,6,9,6,2,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,2,7,11,6,85,3,1,3,2,1.3229,0.46155981
2864,1,220,91,3,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,3,99,99,99,99,99,3,5,8,5,8,2,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,6,10,0,3,2,3,1,0.7056,1.83427776
2865,19,316,83,3,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,97,1,1,1,2,2,2,1,2,3,99,99,99,2,8,6,1,2,3,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,21,99,999,99,99,1,1,2.4234,1.14457182
2866,19,316,45,8,1,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,2,2,2,2,1,2,1,1,2,1,2,99,6,99,99,1,7,7,6,4,3,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,2,7,23,99,999,99,99,4,2,0.5423,0.25612829
2867,2,106,86,3,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,2,3,99,99,99,2,8,5,2,1,4,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,8,16,3,100,3,1,3,2,0.8227,1.31097245
2868,18,202,60,6,1,1,1,2,1,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,3,99,99,99,99,2,5,7,9,2,5,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,6,18,5,100,3,1,3,2,0.8349,0.33337557
2869,4,401,54,6,1,1,1,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,1,2,1,2,3,99,99,99,3,8,8,4,3,5,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,15,5,50,1,1,3,1,1.1458,2.06404412
2870,9,351,92,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,3,99,99,99,3,6,7,2,4,5,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,5,21,99,999,99,99,5,1,1.9574,1.14233864
2871,7,263,48,7,1,1,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,97,2,1,1,2,1,2,1,2,3,99,99,99,1,7,6,3,4,5,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,6,23,99,999,99,99,3,1,0.744,0.3643368
2872,1,234,49,7,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,3,99,99,99,2,8,8,9,4,5,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,3,7,23,99,999,99,99,3,2,1.3012,3.38259952
2873,3,334,69,5,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,3,99,99,99,99,2,7,8,1,2,6,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,8,11,4,70,3,1,1,2,1.0159,1.47112479
2874,11,540,998,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,3,99,99,99,3,7,8,1,2,6,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,8,15,5,100,1,1,3,1,1.5316,0.81144168
2875,11,542,81,4,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,2,3,99,99,99,3,9,9,1,3,6,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,8,3,6,100,3,1,3,2,1.0974,0.58140252
2876,11,545,44,8,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,97,1,1,1,2,1,2,1,2,3,99,99,99,2,8,9,5,9,6,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,2,6,23,99,999,99,99,3,1,0.5231,0.27713838
2877,19,316,73,4,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,1,2,2,2,1,1,2,1,2,1,2,3,99,99,99,2,8,8,1,2,7,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,13,5,100,2,1,3,2,0.7147,0.33755281
2878,2,106,64,5,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,1,1,2,97,2,1,1,2,1,2,1,2,3,99,99,99,3,10,5,4,5,7,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,5,20,99,999,99,99,3,2,1.5069,2.40124515
2879,2,105,72,4,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,3,99,99,99,2,9,8,2,1,9,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,7,6,80,3,1,98,2,1.4622,2.3300157
2880,17,966,72,4,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,3,99,99,99,2,7,5,1,3,9,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,6,22,99,999,99,99,2,1,1.5934,0.37142154
2881,19,317,79,4,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,2,3,99,99,99,99,2,5,7,2,1,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,8,22,99,999,99,99,1,2,0.7147,0.33755281
2882,6,800,89,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,99,99,99,99,2,7,6,2,1,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,13,5,100,3,1,3,1,0.9412,1.67787724
2883,21,893,68,5,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,3,99,99,99,3,8,8,2,1,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,8,16,3,40,3,1,3,2,1.0204,0.16132524
2884,19,317,56,6,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,2,3,99,99,99,2,8,8,4,1,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,8,98,99,999,99,99,3,1,2.8197,1.33174431
2885,4,420,80,4,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,3,99,99,99,99,99,2,6,7,4,1,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,8,13,4,100,1,1,3,1,0.7964,1.43463496
2886,1,221,77,4,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,1,2,3,99,99,99,3,5,8,5,1,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,3,6,90,2,1,4,1,0.6582,1.71105672
2887,2,103,70,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,3,99,99,99,3,8,7,6,1,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,4,3,60,3,1,4,1,1.3636,2.1728966
2888,2,106,77,4,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,3,99,99,99,2,8,8,6,1,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,8,15,5,90,2,2,3,2,0.8512,1.3563872
2889,1,235,76,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,99,99,99,2,8,7,6,1,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,2,7,7,5,100,3,1,3,2,0.6722,1.74745112
2890,19,316,72,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,1,2,3,99,99,99,2,8,9,6,1,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,17,3,70,3,1,3,1,0.5934,0.28026282
2891,1,242,63,5,1,1,1,2,1,1,2,2,1,2,1,2,1,1,2,1,1,2,1,2,1,2,2,2,2,1,2,3,99,99,99,2,7,7,9,1,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,5,8,5,80,4,1,3,1,0.4936,1.28316256
2892,1,231,88,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,3,99,99,99,2,8,8,1,2,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,13,5,100,3,1,98,2,0.7206,1.87327176
2893,3,320,85,3,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,3,99,99,99,1,7,7,1,2,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,8,16,4,100,3,2,4,2,1.2618,1.82721258
2894,8,302,67,5,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,3,99,99,99,1,10,7,1,2,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,2,8,13,3,100,4,1,4,1,0.7656,0.46441296
2895,19,318,66,5,1,1,1,2,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,2,2,2,2,1,2,3,99,99,99,2,8,7,1,2,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,7,3,100,3,2,1,2,0.976,0.4609648
2896,8,310,80,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,3,99,99,99,2,7,6,6,2,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,3,5,90,3,1,1,2,2.5921,1.57236786
2897,12,640,83,3,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,3,99,99,99,3,9,10,9,2,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,18,3,10,3,1,3,2,1.4109,1.03404861
2898,19,316,84,3,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,3,99,99,99,99,3,6,8,1,3,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,8,13,3,100,3,1,3,1,2.4234,1.14457182
2899,10,509,82,3,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,3,99,99,99,99,3,10,10,1,3,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,2,7,3,9,0,2,2,3,1,2.0545,2.77871125
2900,1,241,91,3,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,2,3,99,99,99,99,1,8,7,2,3,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,21,99,999,99,99,3,2,1.9939,5.18334244
2901,8,304,55,6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,3,99,99,99,3,6,9,2,3,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,2,6,20,99,999,99,99,1,2,0.7422,0.45021852
2902,13,621,88,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,97,1,1,1,2,2,1,1,3,99,99,99,99,3,4,8,2,3,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,21,99,999,99,99,3,1,4.6238,2.54262762
2903,3,324,51,7,1,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,3,99,99,99,2,7,8,5,3,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,5,23,99,999,99,99,1,1,0.8101,1.17310581
2904,3,330,80,4,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,3,99,99,99,3,7,8,6,3,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,5,6,4,40,3,1,3,2,1.0375,1.50240375
2905,1,236,68,5,1,1,1,2,1,1,2,2,1,2,2,2,1,1,2,1,2,2,2,2,1,1,2,1,2,1,2,3,99,99,99,3,8,7,9,3,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,4,7,6,100,3,2,3,2,0.5039,1.30993844
2906,1,220,88,3,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,3,99,99,99,3,5,5,9,3,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,5,9,6,0,4,2,3,1,0.7056,1.83427776
