"","iso2c","iso3c","country","date","internet_users_ratio","gdp_capita","employment_ratio"
"1","AW","ABW","Aruba",1990,0,11638.7337057728,NA
"2","AW","ABW","Aruba",1991,0,12850.2157123975,NA
"3","AW","ABW","Aruba",1992,0,13657.6706444765,NA
"4","AW","ABW","Aruba",1993,0,14970.1523419526,NA
"5","AW","ABW","Aruba",1994,0,16675.2784883673,NA
"6","AW","ABW","Aruba",1995,0,17140.4333687405,NA
"7","AW","ABW","Aruba",1996,2.768382663,17375.2253063755,NA
"8","AW","ABW","Aruba",1997,NA,18713.4253880988,NA
"9","AW","ABW","Aruba",1998,NA,19742.3167386832,NA
"10","AW","ABW","Aruba",1999,4.506179098,19833.8267458639,NA
"11","AW","ABW","Aruba",2000,15.44282295,21026.1670909022,NA
"12","AW","ABW","Aruba",2001,17.1,20911.1927670907,NA
"13","AW","ABW","Aruba",2002,18.8,21375.269123446,NA
"14","AW","ABW","Aruba",2003,20.8,22050.589873287,NA
"15","AW","ABW","Aruba",2004,23,24105.5241207717,NA
"16","AW","ABW","Aruba",2005,25.4,24978.2216741187,NA
"17","AW","ABW","Aruba",2006,28,25832.9255649671,NA
"18","AW","ABW","Aruba",2007,30.9,27665.2994801174,NA
"19","AW","ABW","Aruba",2008,52,29011.6390567532,NA
"20","AW","ABW","Aruba",2009,58,25740.7702303087,NA
"21","AW","ABW","Aruba",2010,62,24452.5887394376,NA
"22","AW","ABW","Aruba",2011,69,26043.1563253011,NA
"23","AW","ABW","Aruba",2012,74,25611.1757666902,NA
"24","AF","AFG","Afghanistan",1990,0,NA,NA
"25","AF","AFG","Afghanistan",1991,0,NA,43.256
"26","AF","AFG","Afghanistan",1992,0,NA,43.244
"27","AF","AFG","Afghanistan",1993,0,NA,43.207
"28","AF","AFG","Afghanistan",1994,0,NA,43.162
"29","AF","AFG","Afghanistan",1995,0,NA,43.125
"30","AF","AFG","Afghanistan",1996,NA,NA,43.071
"31","AF","AFG","Afghanistan",1997,NA,NA,43.031
"32","AF","AFG","Afghanistan",1998,NA,NA,43.007
"33","AF","AFG","Afghanistan",1999,NA,NA,43.003
"34","AF","AFG","Afghanistan",2000,NA,NA,43.007
"35","AF","AFG","Afghanistan",2001,0.004722568,NA,43.041
"36","AF","AFG","Afghanistan",2002,0.004561395,182.174036617438,43.098
"37","AF","AFG","Afghanistan",2003,0.087891253,199.643227895834,43.164
"38","AF","AFG","Afghanistan",2004,0.10580903,221.830530720307,43.235
"39","AF","AFG","Afghanistan",2005,1.224148084,254.115274305561,43.311
"40","AF","AFG","Afghanistan",2006,2.107123645,274.015394322653,43.259
"41","AF","AFG","Afghanistan",2007,1.9,376.318296441543,43.216
"42","AF","AFG","Afghanistan",2008,1.84,382.533803815415,43.178
"43","AF","AFG","Afghanistan",2009,3.55,453.387382075258,43.153
"44","AF","AFG","Afghanistan",2010,4,562.499219444201,43.133
"45","AF","AFG","Afghanistan",2011,5,608.738855868402,43.178
"46","AF","AFG","Afghanistan",2012,5.454545455,653.417479124439,43.244
"47","AO","AGO","Angola",1990,0,949.921355511037,NA
"48","AO","AGO","Angola",1991,0,850.556180320595,64.525
"49","AO","AGO","Angola",1992,0,657.654640317899,64.391
"50","AO","AGO","Angola",1993,0,466.679163401304,63.924
"51","AO","AGO","Angola",1994,0,329.691784054774,63.896
"52","AO","AGO","Angola",1995,0,398.120222507968,64.309
"53","AO","AGO","Angola",1996,0.000775929,454.375004154265,65.053
"54","AO","AGO","Angola",1997,0.005673746,516.127849236712,65.142
"55","AO","AGO","Angola",1998,0.018453724,423.403331774938,64.908
"56","AO","AGO","Angola",1999,0.071964087,387.689414752116,64.637
"57","AO","AGO","Angola",2000,0.105045562,556.884243549684,64.5
"58","AO","AGO","Angola",2001,0.136013867,527.464118409977,64.47
"59","AO","AGO","Angola",2002,0.270376746,872.657637979076,64.673
"60","AO","AGO","Angola",2003,0.370682065,982.80558968862,64.637
"61","AO","AGO","Angola",2004,0.464814618,1254.69612612243,64.735
"62","AO","AGO","Angola",2005,1.143366827,1900.72381643441,64.728
"63","AO","AGO","Angola",2006,1.5,2597.96358469905,64.9
"64","AO","AGO","Angola",2007,1.7,3121.34873520681,64.96
"65","AO","AGO","Angola",2008,1.9,4081.71749701404,64.884
"66","AO","AGO","Angola",2009,2.3,3123.69889816812,64.668
"67","AO","AGO","Angola",2010,2.8,3586.66368031755,64.473
"68","AO","AGO","Angola",2011,4.7,4608.15516572683,64.35
"69","AO","AGO","Angola",2012,7.7,5083.82685110166,64.33
"70","AL","ALB","Albania",1990,0,617.230435515505,NA
"71","AL","ALB","Albania",1991,0,336.586994504629,57.568
"72","AL","ALB","Albania",1992,0,200.852219772323,45.315
"73","AL","ALB","Albania",1993,0,367.279225077581,47.798
"74","AL","ALB","Albania",1994,0,586.416135130865,50.086
"75","AL","ALB","Albania",1995,0.011168695,750.604449178826,53.186
"76","AL","ALB","Albania",1996,0.032196828,1009.97711053398,53.039
"77","AL","ALB","Albania",1997,0.048593919,717.380047745673,51.873
"78","AL","ALB","Albania",1998,0.06502737,813.789396580449,49.373
"79","AL","ALB","Albania",1999,0.081437045,1033.24253162418,48.201
"80","AL","ALB","Albania",2000,0.114097347,1126.68334010717,48.925
"81","AL","ALB","Albania",2001,0.325798377,1281.6598256178,48.76
"82","AL","ALB","Albania",2002,0.390081273,1425.12421860142,48.943
"83","AL","ALB","Albania",2003,0.971900415,1846.12012081207,48.608
"84","AL","ALB","Albania",2004,2.420387798,2373.58129170055,48.118
"85","AL","ALB","Albania",2005,6.043890864,2673.78781583529,47.416
"86","AL","ALB","Albania",2006,9.609991316,2972.74362094736,46.701
"87","AL","ALB","Albania",2007,15.03611541,3595.03829536404,45.606
"88","AL","ALB","Albania",2008,23.86,4370.53971639449,46.243
"89","AL","ALB","Albania",2009,41.2,4114.13403283023,47.473
"90","AL","ALB","Albania",2010,45,4094.34968570481,47.422
"91","AL","ALB","Albania",2011,47,4437.14116097061,51.86
"92","AL","ALB","Albania",2012,49.4,4247.63134315945,49.365
"93","AD","AND","Andorra",1990,0,19208.6783786868,NA
"94","AD","AND","Andorra",1991,0,19967.7339095047,NA
"95","AD","AND","Andorra",1992,0,21123.0560601824,NA
"96","AD","AND","Andorra",1993,0,17024.313169747,NA
"97","AD","AND","Andorra",1994,0,16670.9384281796,NA
"98","AD","AND","Andorra",1995,0,18731.6501854151,NA
"99","AD","AND","Andorra",1996,1.526601023,19081.5492417877,NA
"100","AD","AND","Andorra",1997,3.050175385,18253.0777011271,NA
"101","AD","AND","Andorra",1998,6.886209218,18592.2436421492,NA
"102","AD","AND","Andorra",1999,7.635686143,18884.1769792473,NA
"103","AD","AND","Andorra",2000,10.53883561,21620.4651019373,NA
"104","AD","AND","Andorra",2001,NA,22809.0877599631,NA
"105","AD","AND","Andorra",2002,11.26046872,24784.9560887634,NA
"106","AD","AND","Andorra",2003,13.54641288,31954.1617868177,NA
"107","AD","AND","Andorra",2004,26.83795439,37630.7642639554,NA
"108","AD","AND","Andorra",2005,37.60576622,39583.9311942065,NA
"109","AD","AND","Andorra",2006,48.936847,43084.283724089,NA
"110","AD","AND","Andorra",2007,70.87,50562.8266054777,NA
"111","AD","AND","Andorra",2008,70.04,53721.3885067173,NA
"112","AD","AND","Andorra",2009,78.53,49750.7185512247,NA
"113","AD","AND","Andorra",2010,81,48237.8905407208,NA
"114","AD","AND","Andorra",2011,81,51428.1896998835,NA
"115","AD","AND","Andorra",2012,82.7,44902.38771225,NA
"116","AE","ARE","United Arab Emirates",1990,0,26682.8498094612,NA
"117","AE","ARE","United Arab Emirates",1991,0,25668.4933214662,72.432
"118","AE","ARE","United Arab Emirates",1992,0,25630.0809730927,72.728
"119","AE","ARE","United Arab Emirates",1993,0,25019.372357889,73.168
"120","AE","ARE","United Arab Emirates",1994,0,25463.4962885063,73.624
"121","AE","ARE","United Arab Emirates",1995,0.102939175,27010.6781857038,74.079
"122","AE","ARE","United Arab Emirates",1996,0.375393534,28596.5068287975,74.048
"123","AE","ARE","United Arab Emirates",1997,3.295592694,28709.2469206781,73.489
"124","AE","ARE","United Arab Emirates",1998,6.908302986,25905.8433836172,73.001
"125","AE","ARE","United Arab Emirates",1999,14.94269899,27261.9065733158,72.713
"126","AE","ARE","United Arab Emirates",2000,23.62530088,31855.5006047175,72.677
"127","AE","ARE","United Arab Emirates",2001,26.2717542,29909.0094348435,72.79
"128","AE","ARE","United Arab Emirates",2002,28.31648531,30221.9669995136,73.105
"129","AE","ARE","United Arab Emirates",2003,29.47795341,32607.3729348287,73.576
"130","AE","ARE","United Arab Emirates",2004,30.13129617,37017.736365469,74.311
"131","AE","ARE","United Arab Emirates",2005,40,42190.5543794633,74.64
"132","AE","ARE","United Arab Emirates",2006,52,45339.5851165809,74.582
"133","AE","ARE","United Arab Emirates",2007,61,43918.3801694265,74.265
"134","AE","ARE","United Arab Emirates",2008,63,45140.7690772438,74.341
"135","AE","ARE","United Arab Emirates",2009,64,31722.5887637992,74.731
"136","AE","ARE","United Arab Emirates",2010,68,35392.2609669642,75.566
"137","AE","ARE","United Arab Emirates",2011,78,42078.6138125427,76.487
"138","AE","ARE","United Arab Emirates",2012,84.9999915,44386.7860789846,77.346
"139","AR","ARG","Argentina",1990,0,4330.96819128783,NA
"140","AR","ARG","Argentina",1991,0,5730.72380988423,56.747
"141","AR","ARG","Argentina",1992,0.002992874,6815.32932969825,56.867
"142","AR","ARG","Argentina",1993,0.029527065,6957.41749889251,55.269
"143","AR","ARG","Argentina",1994,0.043705951,7464.4747368819,54.689
"144","AR","ARG","Argentina",1995,0.086277081,7383.70450960064,49.947
"145","AR","ARG","Argentina",1996,0.141954704,7690.15700254783,51.379
"146","AR","ARG","Argentina",1997,0.280339882,8176.77119517435,53.437
"147","AR","ARG","Argentina",1998,0.83076668,8250.67317414321,55.058
"148","AR","ARG","Argentina",1999,3.284481956,7735.32208018486,53.735
"149","AR","ARG","Argentina",2000,7.038683086,7666.51783423783,52.96
"150","AR","ARG","Argentina",2001,9.780807285,7168.97587232911,50.99
"151","AR","ARG","Argentina",2002,10.88212438,2579.48876933284,48.436
"152","AR","ARG","Argentina",2003,11.91369655,3333.15290388997,51.697
"153","AR","ARG","Argentina",2004,16.03668411,4258.16026060875,53.566
"154","AR","ARG","Argentina",2005,17.72058337,5086.62776073134,54.43
"155","AR","ARG","Argentina",2006,20.9272021,5890.97800169795,55.571
"156","AR","ARG","Argentina",2007,25.94663294,7210.59554755899,55.941
"157","AR","ARG","Argentina",2008,28.11262348,8977.50685093365,55.692
"158","AR","ARG","Argentina",2009,34,8184.38988923991,55.523
"159","AR","ARG","Argentina",2010,45,10385.9644319555,55.549
"160","AR","ARG","Argentina",2011,51,12848.7391514568,56.295
"161","AR","ARG","Argentina",2012,55.8,13082.664325572,56.002
"162","AM","ARM","Armenia",1990,0,634.567327610033,NA
"163","AM","ARM","Armenia",1991,0,572.16176273095,64.064
"164","AM","ARM","Armenia",1992,0,356.082212590475,63.616
"165","AM","ARM","Armenia",1993,0,347.466463257033,60.859
"166","AM","ARM","Armenia",1994,0.009117014,389.825286464953,59.578
"167","AM","ARM","Armenia",1995,0.052743123,441.89400183385,59.147
"168","AM","ARM","Armenia",1996,0.094572902,484.091640977405,57.216
"169","AM","ARM","Armenia",1997,0.111650935,501.156515236364,56.033
"170","AM","ARM","Armenia",1998,0.128659478,584.384267258527,56.717
"171","AM","ARM","Armenia",1999,0.970737757,575.62847915563,55.398
"172","AM","ARM","Armenia",2000,1.300470022,603.298025247115,55.273
"173","AM","ARM","Armenia",2001,1.631094667,676.150011307766,55.084
"174","AM","ARM","Armenia",2002,1.960405046,765.31617768154,54.845
"175","AM","ARM","Armenia",2003,4.575217225,910.171261745184,54.596
"176","AM","ARM","Armenia",2004,4.899008571,1166.63820390025,54.391
"177","AM","ARM","Armenia",2005,5.252983352,1608.16340758242,54.246
"178","AM","ARM","Armenia",2006,5.631787777,2109.5263835731,54.187
"179","AM","ARM","Armenia",2007,6.021253397,3064.27996263859,54.27
"180","AM","ARM","Armenia",2008,6.21,3908.94906011431,54.037
"181","AM","ARM","Armenia",2009,15.3,2917.36624185176,54.557
"182","AM","ARM","Armenia",2010,25,3143.0294799683,54.575
"183","AM","ARM","Armenia",2011,32,3462.68177840431,54.481
"184","AM","ARM","Armenia",2012,37.5,3643.71540108565,54.347
"185","AS","ASM","American Samoa",1990,0,NA,NA
"186","AS","ASM","American Samoa",1991,0,NA,NA
"187","AS","ASM","American Samoa",1992,0,NA,NA
"188","AS","ASM","American Samoa",1993,0,NA,NA
"189","AS","ASM","American Samoa",1994,0,NA,NA
"190","AS","ASM","American Samoa",1995,0,NA,NA
"191","AS","ASM","American Samoa",1996,NA,NA,NA
"192","AS","ASM","American Samoa",1997,NA,NA,NA
"193","AS","ASM","American Samoa",1998,NA,NA,NA
"194","AS","ASM","American Samoa",1999,NA,NA,NA
"195","AS","ASM","American Samoa",2000,NA,NA,NA
"196","AS","ASM","American Samoa",2001,NA,NA,NA
"197","AS","ASM","American Samoa",2002,NA,8800.72881035461,NA
"198","AS","ASM","American Samoa",2003,NA,9043.68236654528,NA
"199","AS","ASM","American Samoa",2004,NA,8832.81851941832,NA
"200","AS","ASM","American Samoa",2005,NA,8733.01428721137,NA
"201","AS","ASM","American Samoa",2006,NA,8673.92719531291,NA
"202","AS","ASM","American Samoa",2007,NA,9187.16634446553,NA
"203","AS","ASM","American Samoa",2008,NA,10019.502245442,NA
"204","AS","ASM","American Samoa",2009,NA,12191.5977314597,NA
"205","AS","ASM","American Samoa",2010,NA,10446.8632062572,NA
"206","AS","ASM","American Samoa",2011,NA,10495.3047320935,NA
"207","AS","ASM","American Samoa",2012,NA,11920.0610903131,NA
"208","AG","ATG","Antigua and Barbuda",1990,0,7255.40630322086,NA
"209","AG","ATG","Antigua and Barbuda",1991,0,7569.96900096501,NA
"210","AG","ATG","Antigua and Barbuda",1992,0,7721.76311853696,NA
"211","AG","ATG","Antigua and Barbuda",1993,0,8129.14412118471,NA
"212","AG","ATG","Antigua and Barbuda",1994,0,8788.01332343794,NA
"213","AG","ATG","Antigua and Barbuda",1995,2.200768802,8440.03452559258,NA
"214","AG","ATG","Antigua and Barbuda",1996,2.858449577,9079.48121192054,NA
"215","AG","ATG","Antigua and Barbuda",1997,3.480536838,9556.83280236062,NA
"216","AG","ATG","Antigua and Barbuda",1998,4.0717165,10029.4777498107,NA
"217","AG","ATG","Antigua and Barbuda",1999,5.300681138,10379.1604015118,NA
"218","AG","ATG","Antigua and Barbuda",2000,6.482225737,11010.1974601342,NA
"219","AG","ATG","Antigua and Barbuda",2001,8.899285515,10502.9388110146,NA
"220","AG","ATG","Antigua and Barbuda",2002,12.5,10549.6661892802,NA
"221","AG","ATG","Antigua and Barbuda",2003,17.22864878,10968.8926839103,NA
"222","AG","ATG","Antigua and Barbuda",2004,24.26654372,11650.8484770858,NA
"223","AG","ATG","Antigua and Barbuda",2005,27,12808.0101536637,NA
"224","AG","ATG","Antigua and Barbuda",2006,30,14310.6862347854,NA
"225","AG","ATG","Antigua and Barbuda",2007,34,16006.1361107498,NA
"226","AG","ATG","Antigua and Barbuda",2008,38,16457.1040632589,NA
"227","AG","ATG","Antigua and Barbuda",2009,42,14530.5986896353,NA
"228","AG","ATG","Antigua and Barbuda",2010,47,13404.5160161036,NA
"229","AG","ATG","Antigua and Barbuda",2011,52,14774.0321811278,NA
"230","AG","ATG","Antigua and Barbuda",2012,58,15136.8411091932,NA
"231","AU","AUS","Australia",1990,0.585094712,18248.9407092421,NA
"232","AU","AUS","Australia",1991,1.097203891,18859.4079561383,57.094
"233","AU","AUS","Australia",1992,1.768764913,18623.7917363989,56.124
"234","AU","AUS","Australia",1993,1.974611016,17699.5577392784,55.664
"235","AU","AUS","Australia",1994,2.232101254,18129.4021863239,56.831
"236","AU","AUS","Australia",1995,2.759654513,20448.1219685874,58.167
"237","AU","AUS","Australia",1996,3.27524987,22021.7839065228,58.124
"238","AU","AUS","Australia",1997,16.36935838,23646.6230457327,57.846
"239","AU","AUS","Australia",1998,30.81323944,21479.1142020092,58.171
"240","AU","AUS","Australia",1999,40.7837839,20712.6697805564,58.451
"241","AU","AUS","Australia",2000,46.75611561,21870.4159669594,59.178
"242","AU","AUS","Australia",2001,52.68926643,19695.7297379144,59.037
"243","AU","AUS","Australia",2002,NA,20301.8431713256,59.336
"244","AU","AUS","Australia",2003,NA,23718.1338501868,59.829
"245","AU","AUS","Australia",2004,NA,30836.7306824685,60.043
"246","AU","AUS","Australia",2005,63,34479.7679298388,61.164
"247","AU","AUS","Australia",2006,66,36595.7071548423,61.677
"248","AU","AUS","Australia",2007,69.45,41051.6120652288,62.344
"249","AU","AUS","Australia",2008,71.67,49701.2817843335,62.713
"250","AU","AUS","Australia",2009,74.25,42816.5674002829,61.804
"251","AU","AUS","Australia",2010,76,52147.0241942843,62.002
"252","AU","AUS","Australia",2011,79.48769771,62609.6607161044,62.116
"253","AU","AUS","Australia",2012,79,68078.0442283168,61.762
"254","AT","AUT","Austria",1990,0.130369377,21680.989623313,NA
"255","AT","AUT","Austria",1991,0.259081553,22410.9117666654,53.93
"256","AT","AUT","Austria",1992,0.642817619,24880.1641180361,54.558
"257","AT","AUT","Austria",1993,0.76534273,24081.5277928004,54.281
"258","AT","AUT","Austria",1994,1.393422968,25646.7006591684,56.969
"259","AT","AUT","Austria",1995,1.890210524,30325.8495818396,56.845
"260","AT","AUT","Austria",1996,6.909162353,29809.0767730821,55.724
"261","AT","AUT","Austria",1997,9.533974317,26705.4785993891,55.43
"262","AT","AUT","Austria",1998,15.42121932,27361.8751106437,55.601
"263","AT","AUT","Austria",1999,23.0443171,27183.4759263956,56.217
"264","AT","AUT","Austria",2000,33.73013295,24625.6007227434,55.957
"265","AT","AUT","Austria",2001,39.18545018,24558.7636778868,55.905
"266","AT","AUT","Austria",2002,36.56,26527.5930910347,56.1
"267","AT","AUT","Austria",2003,42.7,32294.0488606559,56.323
"268","AT","AUT","Austria",2004,54.28,36889.2335135194,54.575
"269","AT","AUT","Austria",2005,58,38417.4577857677,55.139
"270","AT","AUT","Austria",2006,63.6,40669.3269586152,55.833
"271","AT","AUT","Austria",2007,69.37,46915.3374004507,56.892
"272","AT","AUT","Austria",2008,72.87,51919.9835754226,57.557
"273","AT","AUT","Austria",2009,73.45,48153.3240199631,57.109
"274","AT","AUT","Austria",2010,75.17,46903.7615854343,57.348
"275","AT","AUT","Austria",2011,78.7399931,51442.2762464407,57.559
"276","AT","AUT","Austria",2012,80.02999392,48564.9173350875,57.672
"277","AZ","AZE","Azerbaijan",1990,0,1238.27189274842,NA
"278","AZ","AZE","Azerbaijan",1991,0,734.944232805688,71.417
"279","AZ","AZE","Azerbaijan",1992,0,60.2351205405972,72.44
"280","AZ","AZE","Azerbaijan",1993,0,209.530954548425,72.368
"281","AZ","AZE","Azerbaijan",1994,0.001431415,157.063549947072,72.805
"282","AZ","AZE","Azerbaijan",1995,0.002055556,314.55801908334,73.276
"283","AZ","AZE","Azerbaijan",1996,0.006354585,409.185543774103,72.628
"284","AZ","AZE","Azerbaijan",1997,0.025187933,505.516204188336,71.569
"285","AZ","AZE","Azerbaijan",1998,0.037485109,561.906807871869,70.317
"286","AZ","AZE","Azerbaijan",1999,0.099228942,573.893528734031,69.208
"287","AZ","AZE","Azerbaijan",2000,0.147757576,655.097249579917,67.8
"288","AZ","AZE","Azerbaijan",2001,0.305564638,703.670998584686,66.495
"289","AZ","AZE","Azerbaijan",2002,4.999713678,763.108895463487,65.23
"290","AZ","AZE","Azerbaijan",2003,NA,883.692580745256,64.104
"291","AZ","AZE","Azerbaijan",2004,NA,1045.0136328106,62.552
"292","AZ","AZE","Azerbaijan",2005,8.030375356,1578.36733030667,61.719
"293","AZ","AZE","Azerbaijan",2006,11.99217733,2472.95725732287,60.538
"294","AZ","AZE","Azerbaijan",2007,14.54,3851.33015175141,57.958
"295","AZ","AZE","Azerbaijan",2008,17.08,5574.46810432575,57.314
"296","AZ","AZE","Azerbaijan",2009,27.4,4950.39949009423,57.52
"297","AZ","AZE","Azerbaijan",2010,46,5843.5337683582,57.438
"298","AZ","AZE","Azerbaijan",2011,50,7189.81869211976,57.839
"299","AZ","AZE","Azerbaijan",2012,54.2,7495.86527658099,58.396
"300","BI","BDI","Burundi",1990,0,206.444928267383,NA
"301","BI","BDI","Burundi",1991,0,208.656723378432,86.724
"302","BI","BDI","Burundi",1992,0,188.581166847581,86.139
"303","BI","BDI","Burundi",1993,0,168.964075594911,85.317
"304","BI","BDI","Burundi",1994,0,165.585934674604,84.627
"305","BI","BDI","Burundi",1995,0,168.627167702793,83.988
"306","BI","BDI","Burundi",1996,0.000803592,146.536182541744,83.184
"307","BI","BDI","Burundi",1997,0.007979439,164.233445666936,82.373
"308","BI","BDI","Burundi",1998,0.015842776,148.089542628487,81.557
"309","BI","BDI","Burundi",1999,0.039204469,130.753023919327,80.736
"310","BI","BDI","Burundi",2000,0.077248447,138.004617225366,79.957
"311","BI","BDI","Burundi",2001,0.106001245,135.606475784646,79.209
"312","BI","BDI","Burundi",2002,0.118228412,124.139301558193,78.436
"313","BI","BDI","Burundi",2003,0.201273197,114.36700716216,77.549
"314","BI","BDI","Burundi",2004,0.349060462,128.538422519456,76.788
"315","BI","BDI","Burundi",2005,0.542142866,151.188541005904,75.854
"316","BI","BDI","Burundi",2006,0.65759259,166.276245228761,74.952
"317","BI","BDI","Burundi",2007,0.7,170.706876502428,75.76
"318","BI","BDI","Burundi",2008,0.81,194.710634644444,76.578
"319","BI","BDI","Burundi",2009,0.9,204.544755595219,76.863
"320","BI","BDI","Burundi",2010,1,222.660583208376,77.146
"321","BI","BDI","Burundi",2011,1.11,236.451347486235,77.297
"322","BI","BDI","Burundi",2012,1.219999945,238.205945258781,77.45
"323","BE","BEL","Belgium",1990,0.00100674,20600.3752789827,NA
"324","BE","BEL","Belgium",1991,0.020072645,21041.6606519648,45.831
"325","BE","BEL","Belgium",1992,0.100041027,23372.619171015,46.305
"326","BE","BEL","Belgium",1993,0.199446059,22283.9360213551,45.712
"327","BE","BEL","Belgium",1994,0.69599469,24208.5547931447,45.473
"328","BE","BEL","Belgium",1995,0.99166299,28413.8264387368,45.81
"329","BE","BEL","Belgium",1996,2.968411647,27489.5551770488,45.631
"330","BE","BEL","Belgium",1997,4.93808091,24820.9380503896,45.998
"331","BE","BEL","Belgium",1998,7.886622701,25338.4432934904,46.111
"332","BE","BEL","Belgium",1999,13.77221446,25252.8019066564,47.42
"333","BE","BEL","Belgium",2000,29.43169169,23098.8865077401,48.844
"334","BE","BEL","Belgium",2001,31.28839551,23015.0712632462,47.745
"335","BE","BEL","Belgium",2002,46.33,25006.191397109,47.653
"336","BE","BEL","Belgium",2003,49.97,30655.2092679024,47.406
"337","BE","BEL","Belgium",2004,53.86,35429.4077933344,48.201
"338","BE","BEL","Belgium",2005,55.82,36809.7013403619,48.801
"339","BE","BEL","Belgium",2006,61.98187002,38705.1067959147,48.728
"340","BE","BEL","Belgium",2007,66.76042024,44319.165448813,49.592
"341","BE","BEL","Belgium",2008,68.85732214,48303.397956286,49.933
"342","BE","BEL","Belgium",2009,74.54414555,44760.2912443709,49.241
"343","BE","BEL","Belgium",2010,77.63978551,44184.946353964,49.588
"344","BE","BEL","Belgium",2011,81.609996,47410.5669277464,49.402
"345","BE","BEL","Belgium",2012,80.71999055,44670.5606845101,49.235
"346","BJ","BEN","Benin",1990,0,381.805056269058,NA
"347","BJ","BEN","Benin",1991,0,375.291995673292,70.955
"348","BJ","BEN","Benin",1992,0,310.623720074924,71.07
"349","BJ","BEN","Benin",1993,0,398.613027305189,71.025
"350","BJ","BEN","Benin",1994,0,269.790586928328,71.001
"351","BJ","BEN","Benin",1995,0,358.822986995425,71.086
"352","BJ","BEN","Benin",1996,0.0016931,380.588286871895,71.08
"353","BJ","BEN","Benin",1997,0.024648796,355.142071829216,71.164
"354","BJ","BEN","Benin",1998,0.047877304,372.877346566327,71.152
"355","BJ","BEN","Benin",1999,0.154906741,541.702259297898,71.187
"356","BJ","BEN","Benin",2000,0.225247851,502.997981069672,71.209
"357","BJ","BEN","Benin",2001,0.36341789,508.34744771123,71.244
"358","BJ","BEN","Benin",2002,0.702945595,564.379057652491,71.255
"359","BJ","BEN","Benin",2003,0.951327115,698.408777315146,71.224
"360","BJ","BEN","Benin",2004,1.182540965,784.119075060929,71.208
"361","BJ","BEN","Benin",2005,1.271031439,805.904685277445,71.164
"362","BJ","BEN","Benin",2006,1.537854346,837.132002451152,71.163
"363","BJ","BEN","Benin",2007,1.79,944.6431721273,71.176
"364","BJ","BEN","Benin",2008,1.85,1098.94667867138,71.211
"365","BJ","BEN","Benin",2009,2.24,1061.71835954714,71.183
"366","BJ","BEN","Benin",2010,3.13,1009.48949478478,71.118
"367","BJ","BEN","Benin",2011,4.148323066,1099.4143107361,69.975
"368","BJ","BEN","Benin",2012,4.5,1112.56953619685,68.969
"369","BF","BFA","Burkina Faso",1990,0,339.631822525047,NA
"370","BF","BFA","Burkina Faso",1991,0,334.759653973947,81.89
"371","BF","BFA","Burkina Faso",1992,0,349.708107645647,81.249
"372","BF","BFA","Burkina Faso",1993,0,325.153666535396,80.714
"373","BF","BFA","Burkina Faso",1994,0,187.815137887201,79.914
"374","BF","BFA","Burkina Faso",1995,0,229.832660030037,79.302
"375","BF","BFA","Burkina Faso",1996,0.000960519,243.526923524733,78.711
"376","BF","BFA","Burkina Faso",1997,0.018686353,224.611343869633,78.046
"377","BF","BFA","Burkina Faso",1998,0.045423484,250.413944386071,77.298
"378","BF","BFA","Burkina Faso",1999,0.061780293,293.887444638519,76.47
"379","BF","BFA","Burkina Faso",2000,0.077080169,249.802075690488,75.601
"380","BF","BFA","Burkina Faso",2001,0.157732465,260.443473110803,74.79
"381","BF","BFA","Burkina Faso",2002,0.200992598,286.753714867893,73.908
"382","BF","BFA","Burkina Faso",2003,0.373440303,363.818351959243,73.205
"383","BF","BFA","Burkina Faso",2004,0.400295285,405.451276438268,71.842
"384","BF","BFA","Burkina Faso",2005,0.469914489,442.944430628899,70.648
"385","BF","BFA","Burkina Faso",2006,0.632707564,457.342074853242,70.037
"386","BF","BFA","Burkina Faso",2007,0.75,516.750328470839,69.503
"387","BF","BFA","Burkina Faso",2008,0.92,621.890271798117,68.521
"388","BF","BFA","Burkina Faso",2009,1.13,603.877545561486,67.508
"389","BF","BFA","Burkina Faso",2010,2.4,627.270395707064,66.687
"390","BF","BFA","Burkina Faso",2011,3,727.612474511645,65.761
"391","BF","BFA","Burkina Faso",2012,3.725034916,733.97287958981,64.895
"392","BD","BGD","Bangladesh",1990,0,294.90465244279,NA
"393","BD","BGD","Bangladesh",1991,0,283.382285281796,56.853
"394","BD","BGD","Bangladesh",1992,0,284.966977564282,56.854
"395","BD","BGD","Bangladesh",1993,0,292.425347405186,56.867
"396","BD","BGD","Bangladesh",1994,0,292.078819525013,56.891
"397","BD","BGD","Bangladesh",1995,0,322.087389769502,56.919
"398","BD","BGD","Bangladesh",1996,NA,387.384863171262,56.847
"399","BD","BGD","Bangladesh",1997,0.000751046,395.318052357112,56.709
"400","BD","BGD","Bangladesh",1998,0.003684813,401.96518010266,56.576
"401","BD","BGD","Bangladesh",1999,0.036170407,404.486143135093,56.445
"402","BD","BGD","Bangladesh",2000,0.071039423,413.100185264402,56.316
"403","BD","BGD","Bangladesh",2001,0.129807974,410.048540904043,56.076
"404","BD","BGD","Bangladesh",2002,0.139920289,407.96296761642,55.85
"405","BD","BGD","Bangladesh",2003,0.163877665,440.714404819588,55.635
"406","BD","BGD","Bangladesh",2004,0.199036334,469.116458369252,55.648
"407","BD","BGD","Bangladesh",2005,0.241637326,492.808648889577,55.664
