v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30_1,v30_2,v30_3,v31_1,v31_2,v31_3,v32,v33,v34,v35_1,v35_2,v35_3,v35_4,v35_5,v35_6,v35_7,v35_8,v35_9,v35_10,v36_1,v36_2,v36_3,v36_4,v36_5,v36_6,v36_7,v36_8,v36_9,v36_10,v37,v38_1,v38_2,v38_3,v38_4,v38_5,v38_6,v38_7,v39,v40,v41,v42,v43,v44,v45,v46,v47,wei,wei2
5,704,38,8,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,1,2,3,99,99,99,2,8,7,9,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,5,7,6,70,2,2,3,2,.594,.7217694
5,701,40,8,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,3,99,99,99,99,99,2,8,7,9,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,2,5,23,99,999,99,99,3,2,.594,.7217694
5,741,39,8,1,1,2,1,2,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,3,99,99,99,3,6,6,9,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,23,99,999,99,99,3,1,.6045,.73452795
6,804,42,8,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,3,99,99,99,3,8,10,9,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,6,9,2,50,4,1,3,1,.4927,.87833629
6,814,998,4,1,1,4,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,3,99,99,99,99,3,10,10,9,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,5,20,99,999,99,99,3,2,1.0622,1.89358394
6,806,85,3,1,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,99,99,6,99,99,3,10,10,9,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,2,7,7,6,0,3,1,3,2,.9697,1.72868419
6,807,80,4,1,1,2,2,1,1,2,1,2,1,1,2,1,1,2,1,1,2,1,2,1,1,2,1,2,1,2,3,99,99,99,3,7,6,9,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,5,15,1,10,2,1,4,1,1.0308,1.83760716
14,928,60,6,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,1,2,3,99,99,99,1,8,7,9,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,6,14,5,80,2,2,3,2,.859,.7575521
14,931,67,5,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,2,1,2,2,1,2,1,2,3,99,99,99,2,8,6,9,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,6,8,6,0,4,2,1,1,.95,.837805
14,946,81,4,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,3,99,99,99,99,99,2,8,6,9,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,5,9,6,50,3,1,3,1,2.5067,2.21065873
15,880,67,5,1,1,2,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,3,99,99,99,2,7,5,9,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,15,1,80,4,2,3,1,1.2018,.14205276
15,880,44,8,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,97,2,1,1,2,1,2,2,3,99,99,99,99,2,7,5,9,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,5,23,99,999,99,99,3,1,.5326,.06295332
15,880,46,8,1,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,3,99,99,99,3,8,7,9,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,4,23,99,999,99,99,3,2,.4631,.05473842
16,973,49,7,1,1,1,2,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,1,2,3,99,99,99,3,8,6,9,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,4,23,99,999,99,99,3,2,.547,.1908483
16,973,72,4,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,3,99,99,99,2,8,9,9,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,4,4,100,2,1,3,2,1.3229,.46155981
21,892,41,8,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,3,99,99,99,3,9,8,9,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,5,23,99,999,99,99,3,1,.3261,.05155641
5,701,38,8,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,1,2,97,2,1,2,2,2,2,1,2,99,4,1,99,2,8,6,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,5,20,99,999,99,99,3,2,.5649,.68640999
8,305,47,7,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,1,2,1,2,1,2,99,1,3,99,2,5,5,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,5,22,99,999,99,99,1,1,.6584,.39938544
2,114,998,8,1,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,97,2,1,2,2,2,2,1,99,99,6,10,99,3,9,6,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,23,99,999,99,99,4,2,.5052,.8050362
2,108,77,4,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,3,99,99,99,2,8,9,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,7,5,100,4,2,3,1,1.3234,2.1088379
2,108,74,4,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,3,99,99,99,99,2,8,7,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,6,3,6,60,3,1,3,1,1.3234,2.1088379
2,106,42,8,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,3,99,99,99,2,7,7,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,23,99,999,99,99,3,2,.868,1.383158
2,108,44,8,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,3,99,99,99,99,2,6,7,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,20,99,999,99,99,4,2,.868,1.383158
2,100,998,8,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,3,99,99,99,1,5,5,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,23,99,999,99,99,1,1,.7856,1.2518536
2,105,998,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,99,99,6,99,99,3,8,7,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,3,5,90,2,1,3,1,1.2788,2.0377678
2,104,54,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,2,1,2,1,2,3,99,99,99,3,8,9,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,6,20,99,999,99,99,4,2,1.4329,2.28332615
2,105,71,5,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,3,99,99,99,99,3,8,6,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,5,7,10,0,4,2,1,1,1.3636,2.1728966
2,104,47,7,1,1,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,97,2,1,2,2,2,2,1,3,99,99,99,99,3,5,5,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,23,99,999,99,99,3,2,.9686,1.5434641
2,104,52,6,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,1,1,2,2,2,1,3,99,99,99,99,2,5,5,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,98,23,99,999,99,99,3,2,1.4329,2.28332615
2,114,49,7,1,1,2,2,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,3,99,99,99,99,99,3,8,7,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,2,6,23,99,999,99,99,3,2,.9686,1.5434641
2,106,998,8,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,97,2,1,1,1,1,2,1,2,3,99,99,99,3,6,8,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,23,99,999,99,99,4,1,.7856,1.2518536
2,106,49,7,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,3,99,99,99,99,3,7,6,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,8,23,99,999,99,99,3,1,.8765,1.39670275
2,106,46,8,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,1,1,2,2,1,3,99,99,99,99,1,7,7,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,8,10,2,0,98,2,4,1,.7856,1.2518536
2,106,59,6,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,3,99,99,99,99,3,8,10,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,20,99,999,99,99,3,2,1.4329,2.28332615
2,110,45,8,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,1,3,99,99,99,99,3,8,8,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,6,7,2,80,3,1,4,2,.868,1.383158
2,105,82,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,1,2,3,99,99,99,1,5,7,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,8,9,0,2,2,3,1,1.2788,2.0377678
2,105,35,8,1,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,2,97,2,1,2,1,1,1,1,2,3,99,99,99,2,5,8,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,8,23,99,999,99,99,4,1,.7856,1.2518536
2,110,92,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,2,2,2,1,2,3,99,99,99,3,8,10,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,6,19,8,0,3,1,3,1,1.6317,2.60011395
2,106,62,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,3,99,99,99,99,97,7,7,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,6,3,2,0,3,2,3,1,1.3636,2.1728966
2,115,43,8,1,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,1,2,2,2,1,1,2,1,2,1,3,99,99,99,99,2,8,8,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,8,23,99,999,99,99,4,1,.7856,1.2518536
2,115,71,5,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,1,2,3,99,99,99,3,7,8,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,6,8,9,70,3,1,3,2,1.5069,2.40124515
2,114,49,7,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,2,3,99,99,99,97,7,10,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,8,13,3,100,3,1,3,1,.8765,1.39670275
2,112,46,8,1,1,1,1,1,2,2,2,2,1,2,1,1,1,2,1,1,2,97,2,1,1,2,2,2,2,1,3,99,99,99,3,8,10,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,23,99,999,99,99,1,2,.868,1.383158
2,111,51,7,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,1,2,1,2,3,99,99,99,3,8,8,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,1,5,8,10,60,3,2,3,1,.8765,1.39670275
2,111,54,6,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,1,3,99,99,99,99,2,8,8,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,5,3,4,100,4,1,3,2,1.4329,2.28332615
2,112,55,6,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1,2,2,1,1,1,2,3,99,99,99,3,8,6,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,6,13,2,100,2,1,3,1,1.2969,2.06661015
2,112,53,6,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,3,99,99,99,3,8,8,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,13,98,100,3,1,3,1,1.2969,2.06661015
2,112,57,6,1,1,1,2,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,99,99,9,99,99,1,5,8,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,8,23,99,999,99,99,4,1,1.2969,2.06661015
2,112,50,7,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,3,99,99,99,3,7,6,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,6,17,9,0,4,1,3,1,.8765,1.39670275
2,112,69,5,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,1,3,99,99,99,99,3,7,7,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,6,22,99,999,99,99,98,2,1.5069,2.40124515
2,116,41,8,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,97,1,1,1,2,1,2,1,2,3,99,99,99,3,6,7,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,23,99,999,99,99,1,1,.7856,1.2518536
2,116,35,8,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,2,97,2,1,1,2,1,2,3,99,99,99,99,99,2,9,7,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,6,23,99,999,99,99,3,1,.7856,1.2518536
2,114,46,8,1,1,1,2,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,2,3,99,99,99,3,6,3,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,6,23,99,999,99,99,98,1,.7856,1.2518536
2,110,69,5,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,99,6,99,99,2,7,5,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,7,5,100,3,2,3,2,1.5069,2.40124515
2,105,998,5,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,3,99,99,99,99,3,5,2,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,5,6,8,0,3,2,4,1,.7936,1.2646016
2,104,52,6,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,3,99,99,99,99,2,6,6,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,9,6,0,2,2,3,2,.8342,1.3292977
2,115,71,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,3,99,99,99,1,7,8,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,10,4,100,3,1,3,1,.7936,1.2646016
2,104,53,6,1,1,1,2,1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,1,1,1,2,2,1,2,3,99,99,99,1,4,2,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,5,18,6,0,3,2,3,2,.8342,1.3292977
2,104,81,4,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,99,99,6,99,99,3,10,10,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,10,3,100,2,2,1,2,.8512,1.3563872
2,104,68,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,3,99,99,99,2,8,7,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,18,5,5,4,2,3,1,.7936,1.2646016
2,116,92,2,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,97,2,1,1,2,2,2,1,2,3,99,99,99,3,5,8,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,21,99,999,99,99,3,2,1.0498,1.6728563
2,110,70,5,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,3,99,99,99,3,8,5,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,11,2,80,4,1,3,1,.7936,1.2646016
2,112,57,6,1,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,1,2,3,99,99,99,1,6,7,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,5,23,99,999,99,99,3,2,.8342,1.3292977
2,105,74,4,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,3,99,99,99,99,3,8,9,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,13,3,100,3,1,3,1,.7705,1.22779175
2,111,60,6,1,1,2,1,2,1,2,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,1,2,3,99,99,99,2,8,8,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,6,11,4,90,3,2,3,2,.8342,1.3292977
2,110,71,5,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,2,1,2,1,2,3,99,99,99,2,8,6,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,14,5,80,2,1,3,2,.8772,1.3978182
2,115,55,6,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,1,3,99,99,99,99,3,8,7,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,6,3,8,100,4,2,3,1,.7549,1.20293315
2,116,79,4,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,3,99,99,99,3,5,8,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,6,10,4,100,3,1,98,1,.7705,1.22779175
2,104,78,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,3,99,99,99,99,2,9,9,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,11,5,100,1,2,3,1,.7705,1.22779175
2,104,50,7,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,2,3,99,99,99,2,3,6,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,5,12,6,100,1,1,3,1,.5103,.81316305
2,114,43,8,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,3,99,99,99,99,1,5,2,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,23,99,999,99,99,3,1,.4573,.72870755
2,114,67,5,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,3,99,99,99,99,1,6,7,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,2,5,11,5,30,3,2,3,2,.8772,1.3978182
2,108,64,5,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,2,3,99,99,99,99,2,8,9,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,2,6,6,4,30,4,1,3,1,.7936,1.2646016
1,242,53,6,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,97,99,99,8,99,99,3,5,5,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,5,20,99,999,99,99,1,1,1.3154,3.41951384
1,231,46,8,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,3,99,99,99,3,7,7,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,23,99,999,99,99,4,1,.8857,2.30246572
1,235,71,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,1,3,99,99,99,99,2,6,7,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,6,16,5,85,3,2,3,2,1.3943,3.62462228
1,236,50,7,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,3,99,99,99,3,8,6,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,7,20,99,999,99,99,3,2,1.3012,3.38259952
1,247,50,7,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,97,2,1,2,2,2,2,1,2,3,99,99,99,2,8,7,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,5,20,99,999,99,99,3,2,1.3012,3.38259952
1,228,52,6,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,3,99,99,99,2,3,7,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,3,20,99,999,99,99,98,2,1.3433,3.49204268
1,228,40,8,1,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,97,2,1,2,2,2,2,1,3,99,99,99,99,2,9,6,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,2,6,23,99,999,99,99,3,1,.8857,2.30246572
1,224,53,6,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,97,2,1,2,2,2,2,1,3,99,99,99,99,3,8,5,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,5,23,99,999,99,99,3,2,1.3433,3.49204268
1,208,82,3,1,1,1,2,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,3,99,99,99,99,3,7,6,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,4,4,6,8,0,3,2,5,1,1.9524,5.07545904
1,242,73,4,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,3,99,99,99,2,5,7,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,5,14,2,5,3,1,1,1,1.8213,4.73465148
1,249,53,6,1,1,2,2,1,1,2,2,2,2,1,2,1,1,2,1,1,2,2,2,1,1,2,2,2,1,3,99,99,99,99,3,7,7,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,7,6,5,50,3,2,3,1,1.3154,3.41951384
1,252,998,6,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,3,99,99,99,2,10,5,97,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,2,1,99,99,99,99,99,99,4,5,8,4,30,1,1,3,1,1.3154,3.41951384
